DisplayName,Enabled,SamAccountName,UserPrincipalName,Department,Path,GivenName,Surname,Title,City,Company,Country
Joseph Babineaux,TRUE,JosephB,JosephB@contoso.local,,"CN=Users,DC=contoso,DC=local",Joseph,Babineaux,Social work planner,Tel Aviv,contoso.local,IL
Margaret Bergin,TRUE,MargaretB,MargaretB@contoso.local,,"CN=Users,DC=contoso,DC=local",Margaret,Bergin,Convention manager,Tel Aviv,contoso.local,IL
Angela Platt,TRUE,AngelaP,AngelaP@contoso.local,,"CN=Users,DC=contoso,DC=local",Angela,Platt,Assistant editor,Tel Aviv,contoso.local,IL
Stacy Owens,TRUE,StacyO,StacyO@contoso.local,,"CN=Users,DC=contoso,DC=local",Stacy,Owens,Server,Tel Aviv,contoso.local,IL
Lela Smallwood,TRUE,LelaS,LelaS@contoso.local,,"CN=Users,DC=contoso,DC=local",Lela,Smallwood,Operations manager,Tel Aviv,contoso.local,IL
Judith Martinez,TRUE,JudithM,JudithM@contoso.local,,"CN=Users,DC=contoso,DC=local",Judith,Martinez,Critical care nurse,Tel Aviv,contoso.local,IL
Deborah Osby,TRUE,DeborahO,DeborahO@contoso.local,,"CN=Users,DC=contoso,DC=local",Deborah,Osby,Wellhead pumper,Tel Aviv,contoso.local,IL
Richard Brooks,TRUE,RichardB,RichardB@contoso.local,,"CN=Users,DC=contoso,DC=local",Richard,Brooks,Placement specialist,Tel Aviv,contoso.local,IL
Gary Anderson,TRUE,GaryA,GaryA@contoso.local,,"CN=Users,DC=contoso,DC=local",Gary,Anderson,Server,Tel Aviv,contoso.local,IL
Miranda Johannsen,TRUE,MirandaJ,MirandaJ@contoso.local,,"CN=Users,DC=contoso,DC=local",Miranda,Johannsen,EKG technician,Tel Aviv,contoso.local,IL
Evelyn Scott,TRUE,EvelynS,EvelynS@contoso.local,,"CN=Users,DC=contoso,DC=local",Evelyn,Scott,Radiographer,Tel Aviv,contoso.local,IL
Eric Patrick,TRUE,EricP,EricP@contoso.local,,"CN=Users,DC=contoso,DC=local",Eric,Patrick,Purchasing clerk,Tel Aviv,contoso.local,IL
Bertha Avila,TRUE,BerthaA,BerthaA@contoso.local,,"CN=Users,DC=contoso,DC=local",Bertha,Avila,Ceiling tile installer,Tel Aviv,contoso.local,IL
Jacob Smith,TRUE,JacobS,JacobS@contoso.local,,"CN=Users,DC=contoso,DC=local",Jacob,Smith,News reporter,Tel Aviv,contoso.local,IL
Michael McCray,TRUE,MichaelM,MichaelM@contoso.local,,"CN=Users,DC=contoso,DC=local",Michael,McCray,Language pathologist,Tel Aviv,contoso.local,IL
Joseph Grunwald,TRUE,JosephG,JosephG@contoso.local,,"CN=Users,DC=contoso,DC=local",Joseph,Grunwald,Commission clerk,Tel Aviv,contoso.local,IL
Holly Chen,TRUE,HollyC,HollyC@contoso.local,,"CN=Users,DC=contoso,DC=local",Holly,Chen,Light truck driver,Tel Aviv,contoso.local,IL
Alex Greene,TRUE,AlexG,AlexG@contoso.local,,"CN=Users,DC=contoso,DC=local",Alex,Greene,Police officer,Tel Aviv,contoso.local,IL
Joshua Guay,TRUE,JoshuaG,JoshuaG@contoso.local,,"CN=Users,DC=contoso,DC=local",Joshua,Guay,Water conservationist,Tel Aviv,contoso.local,IL
Mary Vaughan,TRUE,MaryV,MaryV@contoso.local,,"CN=Users,DC=contoso,DC=local",Mary,Vaughan,Mechanical door repairer,Tel Aviv,contoso.local,IL
Edward Wilson,TRUE,EdwardW,EdwardW@contoso.local,,"CN=Users,DC=contoso,DC=local",Edward,Wilson,Petroleum geologist,Tel Aviv,contoso.local,IL
Joanna Welch,TRUE,JoannaW,JoannaW@contoso.local,,"CN=Users,DC=contoso,DC=local",Joanna,Welch,Pathologist,Tel Aviv,contoso.local,IL
Virginia Gutierrez,TRUE,VirginiaG,VirginiaG@contoso.local,,"CN=Users,DC=contoso,DC=local",Virginia,Gutierrez,Accounts payable clerk,Tel Aviv,contoso.local,IL
Robert Jacobsen,TRUE,RobertJ,RobertJ@contoso.local,,"CN=Users,DC=contoso,DC=local",Robert,Jacobsen,Correspondent,Tel Aviv,contoso.local,IL
Lillian Matthews,TRUE,LillianM,LillianM@contoso.local,,"CN=Users,DC=contoso,DC=local",Lillian,Matthews,Spray machine operator,Tel Aviv,contoso.local,IL
Richard Bailey,TRUE,RichardB,RichardB@contoso.local,,"CN=Users,DC=contoso,DC=local",Richard,Bailey,ATF agent,Tel Aviv,contoso.local,IL
Mark Conley,TRUE,MarkC,MarkC@contoso.local,,"CN=Users,DC=contoso,DC=local",Mark,Conley,Personnel development specialist,Tel Aviv,contoso.local,IL
Lawrence Poole,TRUE,LawrenceP,LawrenceP@contoso.local,,"CN=Users,DC=contoso,DC=local",Lawrence,Poole,Tool sharpener,Tel Aviv,contoso.local,IL
Maria Sailer,TRUE,MariaS,MariaS@contoso.local,,"CN=Users,DC=contoso,DC=local",Maria,Sailer,Rock splitter,Tel Aviv,contoso.local,IL
Ella Hill,TRUE,EllaH,EllaH@contoso.local,,"CN=Users,DC=contoso,DC=local",Ella,Hill,Private investigator,Tel Aviv,contoso.local,IL
Mark Cook,TRUE,MarkC,MarkC@contoso.local,,"CN=Users,DC=contoso,DC=local",Mark,Cook,Volcanologist,Tel Aviv,contoso.local,IL
William Knight,TRUE,WilliamK,WilliamK@contoso.local,,"CN=Users,DC=contoso,DC=local",William,Knight,Product designer,Tel Aviv,contoso.local,IL
Elizabeth Clanton,TRUE,ElizabethC,ElizabethC@contoso.local,,"CN=Users,DC=contoso,DC=local",Elizabeth,Clanton,Automation and control technician,Tel Aviv,contoso.local,IL
Anne Smothers,TRUE,AnneS,AnneS@contoso.local,,"CN=Users,DC=contoso,DC=local",Anne,Smothers,Budget manager,Tel Aviv,contoso.local,IL
Joseph Allen,TRUE,JosephA,JosephA@contoso.local,,"CN=Users,DC=contoso,DC=local",Joseph,Allen,Anchor,Tel Aviv,contoso.local,IL
Teresa Easley,TRUE,TeresaE,TeresaE@contoso.local,,"CN=Users,DC=contoso,DC=local",Teresa,Easley,Home appliance service technician,Tel Aviv,contoso.local,IL
Edna Chisolm,TRUE,EdnaC,EdnaC@contoso.local,,"CN=Users,DC=contoso,DC=local",Edna,Chisolm,Screen printing machine operator,Tel Aviv,contoso.local,IL
Melvin Dupuis,TRUE,MelvinD,MelvinD@contoso.local,,"CN=Users,DC=contoso,DC=local",Melvin,Dupuis,Ceiling tile installer,Tel Aviv,contoso.local,IL
Clarence Worsham,TRUE,ClarenceW,ClarenceW@contoso.local,,"CN=Users,DC=contoso,DC=local",Clarence,Worsham,Cardiopulmonary technologist,Tel Aviv,contoso.local,IL
Myong Ardito,TRUE,MyongA,MyongA@contoso.local,,"CN=Users,DC=contoso,DC=local",Myong,Ardito,Conference interpreter,Tel Aviv,contoso.local,IL
Peter Alexander,TRUE,PeterA,PeterA@contoso.local,,"CN=Users,DC=contoso,DC=local",Peter,Alexander,Food and beverage serving and related worker,Tel Aviv,contoso.local,IL
Sophie Baker,TRUE,SophieB,SophieB@contoso.local,,"CN=Users,DC=contoso,DC=local",Sophie,Baker,Training and development specialist,Tel Aviv,contoso.local,IL
Michael White,TRUE,MichaelW,MichaelW@contoso.local,,"CN=Users,DC=contoso,DC=local",Michael,White,Oxygen therapist,Tel Aviv,contoso.local,IL
Delilah Sparks,TRUE,DelilahS,DelilahS@contoso.local,,"CN=Users,DC=contoso,DC=local",Delilah,Sparks,Academic dean,Tel Aviv,contoso.local,IL
John Varga,TRUE,JohnV,JohnV@contoso.local,,"CN=Users,DC=contoso,DC=local",John,Varga,U.S. Secret Service special agent,Tel Aviv,contoso.local,IL
Robert Becker,TRUE,RobertB,RobertB@contoso.local,,"CN=Users,DC=contoso,DC=local",Robert,Becker,Information systems manager,Tel Aviv,contoso.local,IL
Debra Delagarza,TRUE,DebraD,DebraD@contoso.local,,"CN=Users,DC=contoso,DC=local",Debra,Delagarza,Elevator constructor,Tel Aviv,contoso.local,IL
Patricia Urbano,TRUE,PatriciaU,PatriciaU@contoso.local,,"CN=Users,DC=contoso,DC=local",Patricia,Urbano,Real estate manager,Tel Aviv,contoso.local,IL
Crystal Hinton,TRUE,CrystalH,CrystalH@contoso.local,,"CN=Users,DC=contoso,DC=local",Crystal,Hinton,Labor trainer,Tel Aviv,contoso.local,IL
Charles Fannin,TRUE,CharlesF,CharlesF@contoso.local,,"CN=Users,DC=contoso,DC=local",Charles,Fannin,Small engine service technician,Tel Aviv,contoso.local,IL
Michael Poindexter,TRUE,MichaelP,MichaelP@contoso.local,,"CN=Users,DC=contoso,DC=local",Michael,Poindexter,Coach,Tel Aviv,contoso.local,IL
Richard Lecompte,TRUE,RichardL,RichardL@contoso.local,,"CN=Users,DC=contoso,DC=local",Richard,Lecompte,Management accountant,Tel Aviv,contoso.local,IL
Andrea Locklin,TRUE,AndreaL,AndreaL@contoso.local,,"CN=Users,DC=contoso,DC=local",Andrea,Locklin,Baker,Tel Aviv,contoso.local,IL
Mana Goudeau,TRUE,ManaG,ManaG@contoso.local,,"CN=Users,DC=contoso,DC=local",Mana,Goudeau,Facilitator,Tel Aviv,contoso.local,IL
Juan Stuart,TRUE,JuanS,JuanS@contoso.local,,"CN=Users,DC=contoso,DC=local",Juan,Stuart,First responder,Tel Aviv,contoso.local,IL
Daniel Metcalf,TRUE,DanielM,DanielM@contoso.local,,"CN=Users,DC=contoso,DC=local",Daniel,Metcalf,Clerical assistant,Tel Aviv,contoso.local,IL
Michelle Stutts,TRUE,MichelleS,MichelleS@contoso.local,,"CN=Users,DC=contoso,DC=local",Michelle,Stutts,Marine biologist,Tel Aviv,contoso.local,IL
Dorothy Mora,TRUE,DorothyM,DorothyM@contoso.local,,"CN=Users,DC=contoso,DC=local",Dorothy,Mora,Real estate assessor,Tel Aviv,contoso.local,IL
Richard Baily,TRUE,RichardB,RichardB@contoso.local,,"CN=Users,DC=contoso,DC=local",Richard,Baily,Heavy-duty truck mechanic,Tel Aviv,contoso.local,IL
Colleen Johnson,TRUE,ColleenJ,ColleenJ@contoso.local,,"CN=Users,DC=contoso,DC=local",Colleen,Johnson,Tire repairer,Tel Aviv,contoso.local,IL
Esther Jones,TRUE,EstherJ,EstherJ@contoso.local,,"CN=Users,DC=contoso,DC=local",Esther,Jones,Technical communications specialist,Tel Aviv,contoso.local,IL
Kami Bobb,TRUE,KamiB,KamiB@contoso.local,,"CN=Users,DC=contoso,DC=local",Kami,Bobb,Bailiff,Tel Aviv,contoso.local,IL
Stephen Vigil,TRUE,StephenV,StephenV@contoso.local,,"CN=Users,DC=contoso,DC=local",Stephen,Vigil,Construction and maintenance painter,Tel Aviv,contoso.local,IL
Harold Davis,TRUE,HaroldD,HaroldD@contoso.local,,"CN=Users,DC=contoso,DC=local",Harold,Davis,Head cook,Tel Aviv,contoso.local,IL
Michelle Campbell,TRUE,MichelleC,MichelleC@contoso.local,,"CN=Users,DC=contoso,DC=local",Michelle,Campbell,Offset lithographic press operator,Tel Aviv,contoso.local,IL
Luis Wood,TRUE,LuisW,LuisW@contoso.local,,"CN=Users,DC=contoso,DC=local",Luis,Wood,Billing clerk,Tel Aviv,contoso.local,IL
Barbara Hatfield,TRUE,BarbaraH,BarbaraH@contoso.local,,"CN=Users,DC=contoso,DC=local",Barbara,Hatfield,Technical education teacher,Tel Aviv,contoso.local,IL
Jeffrey Feuerstein,TRUE,JeffreyF,JeffreyF@contoso.local,,"CN=Users,DC=contoso,DC=local",Jeffrey,Feuerstein,Internist,Tel Aviv,contoso.local,IL
Helen Atkinson,TRUE,HelenA,HelenA@contoso.local,,"CN=Users,DC=contoso,DC=local",Helen,Atkinson,Machine tender,Tel Aviv,contoso.local,IL
Christine Lance,TRUE,ChristineL,ChristineL@contoso.local,,"CN=Users,DC=contoso,DC=local",Christine,Lance,Undertaker,Tel Aviv,contoso.local,IL
Miguel Osuna,TRUE,MiguelO,MiguelO@contoso.local,,"CN=Users,DC=contoso,DC=local",Miguel,Osuna,Animal scientist,Tel Aviv,contoso.local,IL
Mike Fitzgerald,TRUE,MikeF,MikeF@contoso.local,,"CN=Users,DC=contoso,DC=local",Mike,Fitzgerald,Housing manager,Tel Aviv,contoso.local,IL
Lucy Tan,TRUE,LucyT,LucyT@contoso.local,,"CN=Users,DC=contoso,DC=local",Lucy,Tan,Segmental paver,Tel Aviv,contoso.local,IL
James Thompson,TRUE,JamesT,JamesT@contoso.local,,"CN=Users,DC=contoso,DC=local",James,Thompson,Vocational education teacher,Tel Aviv,contoso.local,IL
Shannon Martinez,TRUE,ShannonM,ShannonM@contoso.local,,"CN=Users,DC=contoso,DC=local",Shannon,Martinez,Adjuster,Tel Aviv,contoso.local,IL
John Sill,TRUE,JohnS,JohnS@contoso.local,,"CN=Users,DC=contoso,DC=local",John,Sill,Airport service agent,Tel Aviv,contoso.local,IL
Michelle Bush,TRUE,MichelleB,MichelleB@contoso.local,,"CN=Users,DC=contoso,DC=local",Michelle,Bush,Animal control worker,Tel Aviv,contoso.local,IL
Jimmy Sales,TRUE,JimmyS,JimmyS@contoso.local,,"CN=Users,DC=contoso,DC=local",Jimmy,Sales,U.S. Marshal,Tel Aviv,contoso.local,IL
Brenda Black,TRUE,BrendaB,BrendaB@contoso.local,,"CN=Users,DC=contoso,DC=local",Brenda,Black,Convention manager,Tel Aviv,contoso.local,IL
Kevin Patterson,TRUE,KevinP,KevinP@contoso.local,,"CN=Users,DC=contoso,DC=local",Kevin,Patterson,Prepress technician,Tel Aviv,contoso.local,IL
Joyce Chun,TRUE,JoyceC,JoyceC@contoso.local,,"CN=Users,DC=contoso,DC=local",Joyce,Chun,Labor trainer,Tel Aviv,contoso.local,IL
Bridgette Colon,TRUE,BridgetteC,BridgetteC@contoso.local,,"CN=Users,DC=contoso,DC=local",Bridgette,Colon,Systems architect,Tel Aviv,contoso.local,IL
Leroy Lundstrom,TRUE,LeroyL,LeroyL@contoso.local,,"CN=Users,DC=contoso,DC=local",Leroy,Lundstrom,Developmental disabilities nurse,Tel Aviv,contoso.local,IL
Gladys Aragon,TRUE,GladysA,GladysA@contoso.local,,"CN=Users,DC=contoso,DC=local",Gladys,Aragon,Diesel train engineer,Tel Aviv,contoso.local,IL
Jane Winans,TRUE,JaneW,JaneW@contoso.local,,"CN=Users,DC=contoso,DC=local",Jane,Winans,Secret Service agent,Tel Aviv,contoso.local,IL
Mattie Rodriguez,TRUE,MattieR,MattieR@contoso.local,,"CN=Users,DC=contoso,DC=local",Mattie,Rodriguez,Laboratory animal technologist,Tel Aviv,contoso.local,IL
Lino Norris,TRUE,LinoN,LinoN@contoso.local,,"CN=Users,DC=contoso,DC=local",Lino,Norris,Career-technical teacher,Tel Aviv,contoso.local,IL
Dana Jordon,TRUE,DanaJ,DanaJ@contoso.local,,"CN=Users,DC=contoso,DC=local",Dana,Jordon,Rock splitter,Tel Aviv,contoso.local,IL
James Wright,TRUE,JamesW,JamesW@contoso.local,,"CN=Users,DC=contoso,DC=local",James,Wright,Research chef,Tel Aviv,contoso.local,IL
Geneva Versace,TRUE,GenevaV,GenevaV@contoso.local,,"CN=Users,DC=contoso,DC=local",Geneva,Versace,Heat treating equipment tender,Tel Aviv,contoso.local,IL
Maurice Santana,TRUE,MauriceS,MauriceS@contoso.local,,"CN=Users,DC=contoso,DC=local",Maurice,Santana,Blogger,Tel Aviv,contoso.local,IL
John Brooks,TRUE,JohnB,JohnB@contoso.local,,"CN=Users,DC=contoso,DC=local",John,Brooks,Adjudicator,Tel Aviv,contoso.local,IL
Bobby Roth,TRUE,BobbyR,BobbyR@contoso.local,,"CN=Users,DC=contoso,DC=local",Bobby,Roth,Jailer,Tel Aviv,contoso.local,IL
Henry Blomberg,TRUE,HenryB,HenryB@contoso.local,,"CN=Users,DC=contoso,DC=local",Henry,Blomberg,Homemaker,Tel Aviv,contoso.local,IL
Cornelius Schwartz,TRUE,CorneliusS,CorneliusS@contoso.local,,"CN=Users,DC=contoso,DC=local",Cornelius,Schwartz,Camp director,Tel Aviv,contoso.local,IL
Loyce Thomas,TRUE,LoyceT,LoyceT@contoso.local,,"CN=Users,DC=contoso,DC=local",Loyce,Thomas,Licensed clinical social worker,Tel Aviv,contoso.local,IL
James Palmer,TRUE,JamesP,JamesP@contoso.local,,"CN=Users,DC=contoso,DC=local",James,Palmer,Education and development manager,Tel Aviv,contoso.local,IL
Harold Bower,TRUE,HaroldB,HaroldB@contoso.local,,"CN=Users,DC=contoso,DC=local",Harold,Bower,Textile presser,Tel Aviv,contoso.local,IL
Kristi Joslyn,TRUE,KristiJ,KristiJ@contoso.local,,"CN=Users,DC=contoso,DC=local",Kristi,Joslyn,Research dietitian,Tel Aviv,contoso.local,IL
Monique Peebles,TRUE,MoniqueP,MoniqueP@contoso.local,,"CN=Users,DC=contoso,DC=local",Monique,Peebles,Substance abuse social worker,Tel Aviv,contoso.local,IL
Bonnie Gill,TRUE,BonnieG,BonnieG@contoso.local,,"CN=Users,DC=contoso,DC=local",Bonnie,Gill,Railroad signal operator,Tel Aviv,contoso.local,IL
Jon Hilton,TRUE,JonH,JonH@contoso.local,,"CN=Users,DC=contoso,DC=local",Jon,Hilton,Posting clerk,Tel Aviv,contoso.local,IL
Luke Aybar,TRUE,LukeA,LukeA@contoso.local,,"CN=Users,DC=contoso,DC=local",Luke,Aybar,Forest fire inspector,Tel Aviv,contoso.local,IL
Kamilah Silverstein,TRUE,KamilahS,KamilahS@contoso.local,,"CN=Users,DC=contoso,DC=local",Kamilah,Silverstein,Prosthetics technician,Tel Aviv,contoso.local,IL
Latisha Johnson,TRUE,LatishaJ,LatishaJ@contoso.local,,"CN=Users,DC=contoso,DC=local",Latisha,Johnson,University professor,Tel Aviv,contoso.local,IL
John Sheridan,TRUE,JohnS,JohnS@contoso.local,,"CN=Users,DC=contoso,DC=local",John,Sheridan,Ski patrol,Tel Aviv,contoso.local,IL
Russell Anderson,TRUE,RussellA,RussellA@contoso.local,,"CN=Users,DC=contoso,DC=local",Russell,Anderson,Paperhanger,Tel Aviv,contoso.local,IL
Jeremy Smith,TRUE,JeremyS,JeremyS@contoso.local,,"CN=Users,DC=contoso,DC=local",Jeremy,Smith,Paving equipment operator,Tel Aviv,contoso.local,IL
Edward Gassett,TRUE,EdwardG,EdwardG@contoso.local,,"CN=Users,DC=contoso,DC=local",Edward,Gassett,Sales clerk,Tel Aviv,contoso.local,IL
Michael Duncan,TRUE,MichaelD,MichaelD@contoso.local,,"CN=Users,DC=contoso,DC=local",Michael,Duncan,Product development manager,Tel Aviv,contoso.local,IL
John Sutterfield,TRUE,JohnS,JohnS@contoso.local,,"CN=Users,DC=contoso,DC=local",John,Sutterfield,Lead abatement worker,Tel Aviv,contoso.local,IL
Linda Kumar,TRUE,LindaK,LindaK@contoso.local,,"CN=Users,DC=contoso,DC=local",Linda,Kumar,Textile knitting and weaving machine operator,Tel Aviv,contoso.local,IL
William Forehand,TRUE,WilliamF,WilliamF@contoso.local,,"CN=Users,DC=contoso,DC=local",William,Forehand,Painting and coating worker,Tel Aviv,contoso.local,IL
Jackie Moreno,TRUE,JackieM,JackieM@contoso.local,,"CN=Users,DC=contoso,DC=local",Jackie,Moreno,Cafeteria cook,Tel Aviv,contoso.local,IL
Amy Gaines,TRUE,AmyG,AmyG@contoso.local,,"CN=Users,DC=contoso,DC=local",Amy,Gaines,Aircraft flight engineer,Tel Aviv,contoso.local,IL
Kate Hahn,TRUE,KateH,KateH@contoso.local,,"CN=Users,DC=contoso,DC=local",Kate,Hahn,Television announcer,Tel Aviv,contoso.local,IL
Becky Walden,TRUE,BeckyW,BeckyW@contoso.local,,"CN=Users,DC=contoso,DC=local",Becky,Walden,Painting restorer,Tel Aviv,contoso.local,IL
Sondra Boyd,TRUE,SondraB,SondraB@contoso.local,,"CN=Users,DC=contoso,DC=local",Sondra,Boyd,Jeweler,Tel Aviv,contoso.local,IL
May Webber,TRUE,MayW,MayW@contoso.local,,"CN=Users,DC=contoso,DC=local",May,Webber,Chemical technician,Tel Aviv,contoso.local,IL
Marian Williams,TRUE,MarianW,MarianW@contoso.local,,"CN=Users,DC=contoso,DC=local",Marian,Williams,Engineering manager,Tel Aviv,contoso.local,IL
Judy Johnson,TRUE,JudyJ,JudyJ@contoso.local,,"CN=Users,DC=contoso,DC=local",Judy,Johnson,Geologist,Tel Aviv,contoso.local,IL
Charles Schwenk,TRUE,CharlesS,CharlesS@contoso.local,,"CN=Users,DC=contoso,DC=local",Charles,Schwenk,Milling and planing machine operator,Tel Aviv,contoso.local,IL
Santos Pfeiffer,TRUE,SantosP,SantosP@contoso.local,,"CN=Users,DC=contoso,DC=local",Santos,Pfeiffer,Optical goods worker,Tel Aviv,contoso.local,IL
Edith Valdes,TRUE,EdithV,EdithV@contoso.local,,"CN=Users,DC=contoso,DC=local",Edith,Valdes,Preschool teacher,Tel Aviv,contoso.local,IL
Larry Haynes,TRUE,LarryH,LarryH@contoso.local,,"CN=Users,DC=contoso,DC=local",Larry,Haynes,Machine offbearer,Tel Aviv,contoso.local,IL
Robin Roundy,TRUE,RobinR,RobinR@contoso.local,,"CN=Users,DC=contoso,DC=local",Robin,Roundy,International human resources manager,Tel Aviv,contoso.local,IL
Hubert Dickey,TRUE,HubertD,HubertD@contoso.local,,"CN=Users,DC=contoso,DC=local",Hubert,Dickey,Sociologist,Tel Aviv,contoso.local,IL
Leigh Chartrand,TRUE,LeighC,LeighC@contoso.local,,"CN=Users,DC=contoso,DC=local",Leigh,Chartrand,Industrial therapist,Tel Aviv,contoso.local,IL
David Taylor,TRUE,DavidT,DavidT@contoso.local,,"CN=Users,DC=contoso,DC=local",David,Taylor,Excavating and loading machine and dragline operator,Tel Aviv,contoso.local,IL
Clayton Fuentes,TRUE,ClaytonF,ClaytonF@contoso.local,,"CN=Users,DC=contoso,DC=local",Clayton,Fuentes,Employee assistance plan manager,Tel Aviv,contoso.local,IL
Christine McGurk,TRUE,ChristineM,ChristineM@contoso.local,,"CN=Users,DC=contoso,DC=local",Christine,McGurk,Operating room technician,Tel Aviv,contoso.local,IL
Kenneth Turner,TRUE,KennethT,KennethT@contoso.local,,"CN=Users,DC=contoso,DC=local",Kenneth,Turner,Gemologist,Tel Aviv,contoso.local,IL
Paul Frey,TRUE,PaulF,PaulF@contoso.local,,"CN=Users,DC=contoso,DC=local",Paul,Frey,Meeting and convention planner,Tel Aviv,contoso.local,IL
Celeste Ridinger,TRUE,CelesteR,CelesteR@contoso.local,,"CN=Users,DC=contoso,DC=local",Celeste,Ridinger,Optical goods worker,Tel Aviv,contoso.local,IL
Brandon Buckner,TRUE,BrandonB,BrandonB@contoso.local,,"CN=Users,DC=contoso,DC=local",Brandon,Buckner,Crop farm manager,Tel Aviv,contoso.local,IL
Donna Towner,TRUE,DonnaT,DonnaT@contoso.local,,"CN=Users,DC=contoso,DC=local",Donna,Towner,Content editor,Tel Aviv,contoso.local,IL
Kenneth Drewes,TRUE,KennethD,KennethD@contoso.local,,"CN=Users,DC=contoso,DC=local",Kenneth,Drewes,Science writer,Tel Aviv,contoso.local,IL
Alissa Johnson,TRUE,AlissaJ,AlissaJ@contoso.local,,"CN=Users,DC=contoso,DC=local",Alissa,Johnson,Health education specialist,Tel Aviv,contoso.local,IL
Barbara Brookes,TRUE,BarbaraB,BarbaraB@contoso.local,,"CN=Users,DC=contoso,DC=local",Barbara,Brookes,Professional property manager,Tel Aviv,contoso.local,IL
Ronnie Silva,TRUE,RonnieS,RonnieS@contoso.local,,"CN=Users,DC=contoso,DC=local",Ronnie,Silva,Biomedical equipment technician,Tel Aviv,contoso.local,IL
Joann Salazar,TRUE,JoannS,JoannS@contoso.local,,"CN=Users,DC=contoso,DC=local",Joann,Salazar,Dermatologist,Tel Aviv,contoso.local,IL
Kevin Bonilla,TRUE,KevinB,KevinB@contoso.local,,"CN=Users,DC=contoso,DC=local",Kevin,Bonilla,Periodontist,Tel Aviv,contoso.local,IL
Marie Havens,TRUE,MarieH,MarieH@contoso.local,,"CN=Users,DC=contoso,DC=local",Marie,Havens,Transportation ticket agent,Tel Aviv,contoso.local,IL
Mary Brown,TRUE,MaryB,MaryB@contoso.local,,"CN=Users,DC=contoso,DC=local",Mary,Brown,Merchant marine sailor,Tel Aviv,contoso.local,IL
Cody Elliott,TRUE,CodyE,CodyE@contoso.local,,"CN=Users,DC=contoso,DC=local",Cody,Elliott,Tire repairer,Tel Aviv,contoso.local,IL
Jerry Toone,TRUE,JerryT,JerryT@contoso.local,,"CN=Users,DC=contoso,DC=local",Jerry,Toone,Sawing machine operator,Tel Aviv,contoso.local,IL
Alice Brock,TRUE,AliceB,AliceB@contoso.local,,"CN=Users,DC=contoso,DC=local",Alice,Brock,Custom inspector,Tel Aviv,contoso.local,IL
Edward Venegas,TRUE,EdwardV,EdwardV@contoso.local,,"CN=Users,DC=contoso,DC=local",Edward,Venegas,Pipelayer,Tel Aviv,contoso.local,IL
Karen Vanetten,TRUE,KarenV,KarenV@contoso.local,,"CN=Users,DC=contoso,DC=local",Karen,Vanetten,Maitre d,Tel Aviv,contoso.local,IL
Steven Doe,TRUE,StevenD,StevenD@contoso.local,,"CN=Users,DC=contoso,DC=local",Steven,Doe,Motel desk clerk,Tel Aviv,contoso.local,IL
Kim Talty,TRUE,KimT,KimT@contoso.local,,"CN=Users,DC=contoso,DC=local",Kim,Talty,Massage therapist,Tel Aviv,contoso.local,IL
Juan Hughes,TRUE,JuanH,JuanH@contoso.local,,"CN=Users,DC=contoso,DC=local",Juan,Hughes,Multiple machine tool setter,Tel Aviv,contoso.local,IL
Donald Harris,TRUE,DonaldH,DonaldH@contoso.local,,"CN=Users,DC=contoso,DC=local",Donald,Harris,Rail yard engineer,Tel Aviv,contoso.local,IL
Tuan Cotter,TRUE,TuanC,TuanC@contoso.local,,"CN=Users,DC=contoso,DC=local",Tuan,Cotter,Laboratory animal technician,Tel Aviv,contoso.local,IL
Christie Herrman,TRUE,ChristieH,ChristieH@contoso.local,,"CN=Users,DC=contoso,DC=local",Christie,Herrman,International economist,Tel Aviv,contoso.local,IL
John Richards,TRUE,JohnR,JohnR@contoso.local,,"CN=Users,DC=contoso,DC=local",John,Richards,Counseling psychologist,Tel Aviv,contoso.local,IL
